ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"FALSE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" />","<Field Type=\"Text\" DisplayName=\"RefId\" Name=\"field_1\" ID=\"{acb93919-c5bf-451b-b021-62b2bdf5850e}\" StaticName=\"field_1\" />","<Field Type=\"Text\" DisplayName=\"QuarterId\" Name=\"field_2\" ID=\"{2ff8eded-e74b-428a-a704-e9e657b68f3d}\" StaticName=\"field_2\" />","<Field Type=\"Text\" DisplayName=\"QuarterTitle\" Name=\"field_3\" ID=\"{b42c8a81-d5d0-45d1-8573-f516ba10e7b9}\" StaticName=\"field_3\" />","<Field Type=\"Text\" DisplayName=\"ModuleId\" Name=\"field_4\" ID=\"{f75859f3-00a3-4ed7-92e5-f3e5cbe56c3f}\" StaticName=\"field_4\" />","<Field Type=\"Text\" DisplayName=\"ModuleTitle\" Name=\"field_5\" ID=\"{67cc99ba-7e5b-4dfb-b4eb-a107e38b373a}\" StaticName=\"field_5\" />","<Field Type=\"Text\" DisplayName=\"DocType\" Name=\"field_6\" ID=\"{fc4e1314-0a84-4749-9fff-3a1783831c2c}\" StaticName=\"field_6\" />","<Field Type=\"Text\" DisplayName=\"DocCategory\" Name=\"field_7\" ID=\"{41a92701-18cc-462b-a919-71d65e1c3375}\" StaticName=\"field_7\" />","<Field Type=\"Text\" DisplayName=\"LinkLabel\" Name=\"field_9\" ID=\"{3d55fcb9-8685-43e9-b6a6-b751b32d5ade}\" StaticName=\"field_9\" />","<Field Type=\"Number\" DisplayName=\"IsActive\" Name=\"field_10\" ID=\"{2500cfc9-6167-49ef-8c5c-ecbc8c5dd5c6}\" StaticName=\"field_10\" />","<Field Type=\"Text\" DisplayName=\"ApprovalStatus\" Name=\"field_11\" ID=\"{6aa6bc14-d35f-428a-aa1d-9ee50b11bcd1}\" StaticName=\"field_11\" />","<Field Type=\"Number\" DisplayName=\"SortOrder\" Name=\"field_12\" ID=\"{4bd872d1-d85f-4c70-a73b-9c50e5c135df}\" StaticName=\"field_12\" />","<Field Type=\"Number\" DisplayName=\"IsQuickAccess\" Name=\"field_13\" ID=\"{f3063707-f9a5-48b3-ab5d-4652bc24e7a1}\" StaticName=\"field_13\" />","<Field Type=\"Number\" DisplayName=\"IsLaunchAsset\" Name=\"field_14\" ID=\"{f7f5c9fe-c521-42f4-8d17-35e53b729b1d}\" StaticName=\"field_14\" />","<Field Type=\"Number\" DisplayName=\"ShowInTraining\" Name=\"field_15\" ID=\"{c0c78539-8edc-472f-8e18-a6a908d8c9e2}\" StaticName=\"field_15\" />","<Field Type=\"Text\" DisplayName=\"TargetGroup\" Name=\"field_16\" ID=\"{8948cd79-3598-473b-9749-35c3c0b13701}\" StaticName=\"field_16\" />","<Field Type=\"Text\" DisplayName=\"Area\" Name=\"field_17\" ID=\"{6f3df2d3-ced5-4aed-86dd-ca952cc952fa}\" StaticName=\"field_17\" />","<Field Type=\"Text\" DisplayName=\"Workplace\" Name=\"field_18\" ID=\"{eedbe242-7180-4eb8-a36d-79a35f6df4cb}\" StaticName=\"field_18\" />","<Field Type=\"Text\" DisplayName=\"RiskTopic\" Name=\"field_19\" ID=\"{aec1cd87-8873-496f-a949-9d7f10edd50f}\" StaticName=\"field_19\" />","<Field Type=\"Text\" DisplayName=\"TriggerType\" Name=\"field_20\" ID=\"{74a959d9-1597-4441-b377-1ca4cc3cf654}\" StaticName=\"field_20\" />","<Field Type=\"Text\" DisplayName=\"LegalRef\" Name=\"field_21\" ID=\"{074bb229-652c-4869-99e7-c3cf2fafeffa}\" StaticName=\"field_21\" />","<Field Type=\"Text\" DisplayName=\"InternalRef\" Name=\"field_22\" ID=\"{45912b39-3354-43b3-ba5b-3054838a4807}\" StaticName=\"field_22\" />","<Field Type=\"Text\" DisplayName=\"Owner\" Name=\"field_23\" ID=\"{29a8dc82-2630-4381-91a2-7cf89550b226}\" StaticName=\"field_23\" />","<Field Type=\"Number\" DisplayName=\"ReviewDate\" Name=\"field_24\" ID=\"{c01fc646-49f4-4df7-83f3-c14860be698e}\" StaticName=\"field_24\" />","<Field Type=\"Number\" DisplayName=\"ValidFrom\" Name=\"field_25\" ID=\"{5ed2804d-0978-402f-a3a6-5dca1d436b43}\" StaticName=\"field_25\" />","<Field Type=\"Text\" DisplayName=\"VersionNo\" Name=\"field_26\" ID=\"{8eef02cb-d45a-4c1a-9b9a-d8c88ff88d3c}\" StaticName=\"field_26\" />","<Field Type=\"Text\" DisplayName=\"LanguageCode\" Name=\"field_27\" ID=\"{867c085b-c6a7-4946-904f-6f1715f7f0b9}\" StaticName=\"field_27\" />","<Field Type=\"Text\" DisplayName=\"ServerRelativeUrl\" Name=\"field_28\" ID=\"{b5b53ed7-a44c-46c4-bf6b-58c1e4ece239}\" StaticName=\"field_28\" />","<Field Type=\"Text\" DisplayName=\"LibraryName\" Name=\"field_29\" ID=\"{4deaf0e6-634d-4b9d-903c-dd4d26a53a81}\" StaticName=\"field_29\" />","<Field Type=\"Text\" DisplayName=\"FolderPath\" Name=\"field_30\" ID=\"{03d41110-22b9-4a5e-a89b-19183018d963}\" StaticName=\"field_30\" />","<Field Type=\"Text\" DisplayName=\"FileName\" Name=\"field_31\" ID=\"{2590182b-e6cc-4c30-8e3e-950645d092bb}\" StaticName=\"field_31\" />","<Field Type=\"Text\" DisplayName=\"FileExtension\" Name=\"field_32\" ID=\"{7dfb3ee4-2366-49a8-a85e-6e20ca1400e1}\" StaticName=\"field_32\" />","<Field Type=\"Text\" DisplayName=\"OpenMode\" Name=\"field_33\" ID=\"{72672880-6f7c-4b87-9f8b-c19b7aad60fa}\" StaticName=\"field_33\" />","<Field Type=\"Number\" DisplayName=\"IsExternal\" Name=\"field_34\" ID=\"{180572c5-e632-465d-939e-f1aeede5aade}\" StaticName=\"field_34\" />","<Field Type=\"Number\" DisplayName=\"LastLinkCheck\" Name=\"field_35\" ID=\"{50c20eeb-bb86-4007-bb4c-a6cb872de5eb}\" StaticName=\"field_35\" />","<Field Type=\"Text\" DisplayName=\"SourceArchive\" Name=\"field_36\" ID=\"{6424c7b6-09d0-498f-bcc3-46f1bbb8c14d}\" StaticName=\"field_36\" />","<Field Type=\"Text\" DisplayName=\"SourcePathInArchive\" Name=\"field_37\" ID=\"{3dc78fb6-620b-44d5-970b-fa5b20c86390}\" StaticName=\"field_37\" />","<Field Type=\"Text\" DisplayName=\"AnnahmeV0\" Name=\"field_38\" ID=\"{04efdd7c-d74e-4509-a12b-a9b94061511a}\" StaticName=\"field_38\" />","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" DisplayName=\"Link\" Format=\"Hyperlink\" Name=\"Link\" Title=\"LinkUrl\" Type=\"URL\" ID=\"{521e4ad8-e3d8-4f48-a042-eb557fb3a2e7}\" StaticName=\"Link\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Title\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
Title,RefId,QuarterId,QuarterTitle,ModuleId,ModuleTitle,DocType,DocCategory,LinkLabel,IsActive,ApprovalStatus,SortOrder,IsQuickAccess,IsLaunchAsset,ShowInTraining,TargetGroup,Area,Workplace,RiskTopic,TriggerType,LegalRef,InternalRef,Owner,ReviewDate,ValidFrom,VersionNo,LanguageCode,ServerRelativeUrl,LibraryName,FolderPath,FileName,FileExtension,OpenMode,IsExternal,LastLinkCheck,SourceArchive,SourcePathInArchive,AnnahmeV0,LinkUrl
02-2025 Monatsthema Risikomanagement,Q1-U1-REF-001,Q1,Sicher starten,2026_Q1_U1,Werksregeln & Risikomanagement,Monatsthema,Live-Nachschlagewerk,02-2025 Monatsthema Risikomanagement.pdf,1,Freigegeben,10,1,0,1,Fertigung gesamt / neue Mitarbeitende / Leiharbeit,werkweit,allgemein,Sicherheitskultur / Regeln / Risikomanagement,Regelintervall / Neueinstellung / Vorfall,ArbSchG §12; DGUV Vorschrift 1 §4,02-2025 Monatsthema Risikomanagement.pdf,EHS / Produktionsleitung,46.387,46.023,,DE,/sites/BAU_PROD_ALL/Shared Documents/02 EHS/Unterweisungsplan/02-2025 Monatsthema Risikomanagement.pdf,Shared Documents,/Shared Documents/02 EHS/Unterweisungsplan,02-2025 Monatsthema Risikomanagement.pdf,pdf,Web,0,0,Unternehmensdokumente.zip,Unterweisungsplan/02-2025 Monatsthema Risikomanagement.pdf,,https://alstomgroup.sharepoint.com/sites/BAU_PROD_ALL/Shared%20Documents/02%20EHS/Unterweisungsplan/02-2025%20Monatsthema%20Risikomanagement.pdf
Allgemeine Verhaltensregeln im Werk,Q1-U1-REF-002,Q1,Sicher starten,2026_Q1_U1,Werksregeln & Risikomanagement,Referenzdokument,Live-Nachschlagewerk,Allgemeine Verhaltensregeln im Werk.pdf,1,Freigegeben,20,0,0,1,Fertigung gesamt / neue Mitarbeitende / Leiharbeit,werkweit,allgemein,Sicherheitskultur / Regeln / Risikomanagement,Regelintervall / Neueinstellung / Vorfall,ArbSchG §12; DGUV Vorschrift 1 §4,Allgemeine Verhaltensregeln im Werk.pdf,EHS / Produktionsleitung,46.387,46.023,,DE,/sites/BAU_PROD_ALL/Shared Documents/02 EHS/Unterweisungsplan/Allgemeine Verhaltensregeln im Werk.pdf,Shared Documents,/Shared Documents/02 EHS/Unterweisungsplan,Allgemeine Verhaltensregeln im Werk.pdf,pdf,Web,0,0,Unternehmensdokumente.zip,Unterweisungsplan/Allgemeine Verhaltensregeln im Werk.pdf,,https://alstomgroup.sharepoint.com/sites/BAU_PROD_ALL/Shared%20Documents/02%20EHS/Unterweisungsplan/Allgemeine%20Verhaltensregeln%20im%20Werk.pdf
EHS-PRO-011-V6_Risikomanagement,Q1-U1-REF-003,Q1,Sicher starten,2026_Q1_U1,Werksregeln & Risikomanagement,EHS-PRO,Live-Nachschlagewerk,EHS-PRO-011-V6_Risikomanagement.pdf,1,Freigegeben,30,1,0,1,Fertigung gesamt / neue Mitarbeitende / Leiharbeit,werkweit,allgemein,Sicherheitskultur / Regeln / Risikomanagement,Regelintervall / Neueinstellung / Vorfall,ArbSchG §12; DGUV Vorschrift 1 §4,EHS-PRO-011-V6_Risikomanagement.pdf,EHS / Produktionsleitung,46.387,46.023,V6,DE,/sites/BAU_PROD_ALL/Shared Documents/02 EHS/Unterweisungsplan/EHS-PRO-011-V6_Risikomanagement.pdf,Shared Documents,/Shared Documents/02 EHS/Unterweisungsplan,EHS-PRO-011-V6_Risikomanagement.pdf,pdf,Web,0,0,Unternehmensdokumente.zip,Unterweisungsplan/EHS-PRO-011-V6_Risikomanagement.pdf,,https://alstomgroup.sharepoint.com/sites/BAU_PROD_ALL/Shared%20Documents/02%20EHS/Unterweisungsplan/EHS-PRO-011-V6_Risikomanagement.pdf
Alstom_Zero-Deviation-Plan.mp4,Q1-U1-VID-006,Q1,Sicher starten,2026_Q1_U1,Werksregeln & Risikomanagement,Video,Training Video,Video – Alstom Zero Deviation Plan,1,Freigegeben,30,0,1,1,Fertigung gesamt,werkweit,arbeitsplatzbezogen,Werksregeln & Risikomanagement,regelmäßig,,,EHS / Fertigung,,,V01,de,/sites/BAU_PROD_ALL/Shared Documents/02 EHS/Unterweisungsplan/Videos/Alstom_Zero-Deviation-Plan.mp4,Dokumente,/Shared Documents/02 EHS/Unterweisungsplan/Videos,Alstom_Zero-Deviation-Plan.mp4,mp4,Web,0,,SharePoint Videos,,0,https://alstomgroup.sharepoint.com/sites/BAU_PROD_ALL/Shared%20Documents/02%20EHS/Unterweisungsplan/Videos/Alstom_Zero-Deviation-Plan.mp4
Lebensrettende_Regeln.mp4,Q1-U1-VID-004,Q1,Sicher starten,2026_Q1_U1,Werksregeln & Risikomanagement,Video,Training Video,Video – Lebensrettende Regeln,1,Freigegeben,30,0,1,1,Fertigung gesamt,werkweit,arbeitsplatzbezogen,Werksregeln & Risikomanagement,regelmäßig,,,EHS / Fertigung,,,V01,de,/sites/BAU_PROD_ALL/Shared Documents/02 EHS/Unterweisungsplan/Videos/Lebensrettende_Regeln.mp4,Dokumente,/Shared Documents/02 EHS/Unterweisungsplan/Videos,Lebensrettende_Regeln.mp4,mp4,Web,0,,SharePoint Videos,,0,https://alstomgroup.sharepoint.com/sites/BAU_PROD_ALL/Shared%20Documents/02%20EHS/Unterweisungsplan/Videos/Lebensrettende_Regeln.mp4
Werksregeln_&_Risikomanagement.mp4,Q1-U1-VID-002,Q1,Sicher starten,2026_Q1_U1,Werksregeln & Risikomanagement,Video,Training Video,Video – Werksregeln & Risikomanagement,1,Freigegeben,30,0,1,1,Fertigung gesamt,werkweit,arbeitsplatzbezogen,Werksregeln & Risikomanagement,regelmäßig,,,EHS / Fertigung,,,V01,de,/sites/BAU_PROD_ALL/Shared Documents/02 EHS/Unterweisungsplan/Videos/Werksregeln_&_Risikomanagement.mp4,Dokumente,/Shared Documents/02 EHS/Unterweisungsplan/Videos,Werksregeln_&_Risikomanagement.mp4,mp4,Web,0,,SharePoint Videos,,0,https://alstomgroup.sharepoint.com/sites/BAU_PROD_ALL/Shared%20Documents/02%20EHS/Unterweisungsplan/Videos/Werksregeln_&_Risikomanagement.mp4
EHS-Schulung_Bautzen,Q1-U1-REF-004,Q1,Sicher starten,2026_Q1_U1,Werksregeln & Risikomanagement,Schulungsunterlage,Trainerhilfe,EHS-Schulung_Bautzen.pdf,1,Freigegeben,40,1,1,1,Fertigung gesamt / neue Mitarbeitende / Leiharbeit,werkweit,allgemein,Sicherheitskultur / Regeln / Risikomanagement,Regelintervall / Neueinstellung / Vorfall,ArbSchG §12; DGUV Vorschrift 1 §4,EHS-Schulung_Bautzen.pdf,EHS / Produktionsleitung,46.387,46.023,,DE,/sites/BAU_PROD_ALL/Shared Documents/02 EHS/Unterweisungsplan/EHS-Schulung_Bautzen.pdf,Shared Documents,/Shared Documents/02 EHS/Unterweisungsplan,EHS-Schulung_Bautzen.pdf,pdf,Web,0,0,Unternehmensdokumente.zip,Unterweisungsplan/EHS-Schulung_Bautzen.pdf,,https://alstomgroup.sharepoint.com/sites/BAU_PROD_ALL/Shared%20Documents/02%20EHS/Unterweisungsplan/EHS-Schulung_Bautzen.pdf
Energie Bewusstsein,Q1-U1-REF-005,Q1,Sicher starten,2026_Q1_U1,Werksregeln & Risikomanagement,Referenzdokument,Live-Nachschlagewerk,Energie Bewusstsein.pdf,1,Freigegeben,50,0,0,1,Fertigung gesamt / neue Mitarbeitende / Leiharbeit,werkweit,allgemein,Sicherheitskultur / Regeln / Risikomanagement,Regelintervall / Neueinstellung / Vorfall,ArbSchG §12; DGUV Vorschrift 1 §4,Energie Bewusstsein.pdf,EHS / Produktionsleitung,46.387,46.023,,DE,/sites/BAU_PROD_ALL/Shared Documents/02 EHS/Unterweisungsplan/Energie Bewusstsein.pdf,Shared Documents,/Shared Documents/02 EHS/Unterweisungsplan,Energie Bewusstsein.pdf,pdf,Web,0,0,Unternehmensdokumente.zip,Unterweisungsplan/Energie Bewusstsein.pdf,,https://alstomgroup.sharepoint.com/sites/BAU_PROD_ALL/Shared%20Documents/02%20EHS/Unterweisungsplan/Energie%20Bewusstsein.pdf
SEC-BAU-TEM-001_A_AMS_ SICHERHEITS-CHARTA Bautzen,Q1-U1-REF-006,Q1,Sicher starten,2026_Q1_U1,Werksregeln & Risikomanagement,Referenzdokument,Live-Nachschlagewerk,SEC-BAU-TEM-001_A_AMS_ SICHERHEITS-CHARTA Bautzen.pdf,1,Freigegeben,60,0,0,1,Fertigung gesamt / neue Mitarbeitende / Leiharbeit,werkweit,allgemein,Sicherheitskultur / Regeln / Risikomanagement,Regelintervall / Neueinstellung / Vorfall,ArbSchG §12; DGUV Vorschrift 1 §4,SEC-BAU-TEM-001_A_AMS_ SICHERHEITS-CHARTA Bautzen.pdf,EHS / Produktionsleitung,46.387,46.023,,DE,/sites/BAU_PROD_ALL/Shared Documents/02 EHS/Unterweisungsplan/SEC-BAU-TEM-001_A_AMS_ SICHERHEITS-CHARTA Bautzen.pdf,Shared Documents,/Shared Documents/02 EHS/Unterweisungsplan,SEC-BAU-TEM-001_A_AMS_ SICHERHEITS-CHARTA Bautzen.pdf,pdf,Web,0,0,Unternehmensdokumente.zip,Unterweisungsplan/SEC-BAU-TEM-001_A_AMS_ SICHERHEITS-CHARTA Bautzen.pdf,,https://alstomgroup.sharepoint.com/sites/BAU_PROD_ALL/Shared%20Documents/02%20EHS/Unterweisungsplan/SEC-BAU-TEM-001_A_AMS_%20SICHERHEITS-CHARTA%20Bautzen.pdf
Tägliches Risikomanagement (DDRM) für Bautzen 25.09.2025,Q1-U1-REF-007,Q1,Sicher starten,2026_Q1_U1,Werksregeln & Risikomanagement,Referenzdokument,Live-Nachschlagewerk,Tägliches Risikomanagement (DDRM) für Bautzen 25.09.2025.pdf,1,Freigegeben,70,0,0,1,Fertigung gesamt / neue Mitarbeitende / Leiharbeit,werkweit,allgemein,Sicherheitskultur / Regeln / Risikomanagement,Regelintervall / Neueinstellung / Vorfall,ArbSchG §12; DGUV Vorschrift 1 §4,Tägliches Risikomanagement (DDRM) für Bautzen 25.09.2025.pdf,EHS / Produktionsleitung,46.387,46.023,,DE,/sites/BAU_PROD_ALL/Shared Documents/02 EHS/Unterweisungsplan/Tägliches Risikomanagement (DDRM) für Bautzen 25.09.2025.pdf,Shared Documents,/Shared Documents/02 EHS/Unterweisungsplan,Tägliches Risikomanagement (DDRM) für Bautzen 25.09.2025.pdf,pdf,Web,0,0,Unternehmensdokumente.zip,Unterweisungsplan/Tägliches Risikomanagement (DDRM) für Bautzen 25.09.2025.pdf,,https://alstomgroup.sharepoint.com/sites/BAU_PROD_ALL/Shared%20Documents/02%20EHS/Unterweisungsplan/T%C3%A4gliches%20Risikomanagement%20%28DDRM%29%20f%C3%BCr%20Bautzen%2025.09.2025.pdf
